patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_57_20,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_57_20,S2A_MSIL2A_20170701T093031_57_20,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_11,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_62_11,S2A_MSIL2A_20170701T093031_62_11,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_27,"['Broad-leaved forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_62_27,S2A_MSIL2A_20170701T093031_62_27,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_62_53,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_62_53,S2A_MSIL2A_20170701T093031_62_53,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_63_52,"['Coniferous forest' 'Inland wetlands' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_63_52,S2A_MSIL2A_20170701T093031_63_52,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_64_80,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_64_80,S2A_MSIL2A_20170701T093031_64_80,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_66_45,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_66_45,S2A_MSIL2A_20170701T093031_66_45,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_68_54,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170628T154040_35VPK_68_54,S2A_MSIL2A_20170701T093031_68_54,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_73_05,['Coniferous forest' 'Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_73_5,S2A_MSIL2A_20170701T093031_73_5,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_73_82,"['Arable land' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_73_82,S2A_MSIL2A_20170701T093031_73_82,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_76_47,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_76_47,S2A_MSIL2A_20170701T093031_76_47,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_82_22,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_82_22,S2A_MSIL2A_20170701T093031_82_22,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_84_14,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_84_14,S2A_MSIL2A_20170701T093031_84_14,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_00_63,"['Arable land' 'Complex cultivation patterns'
 'Natural grassland and sparsely vegetated areas' 'Permanent crops'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_0_63,S2A_MSIL2A_20170704T112111_0_63,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_58,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_58,S2A_MSIL2A_20170704T112111_2_58,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_06_01,"['Coniferous forest' 'Industrial or commercial units' 'Mixed forest'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_6_1,S2A_MSIL2A_20170704T112111_6_1,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_06_57,['Complex cultivation patterns' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_6_57,S2A_MSIL2A_20170704T112111_6_57,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_09_37,"['Broad-leaved forest' 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_9_37,S2A_MSIL2A_20170704T112111_9_37,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_12_78,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_12_78,S2A_MSIL2A_20170704T112111_12_78,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_13_05,"['Complex cultivation patterns' 'Mixed forest' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_13_5,S2A_MSIL2A_20170704T112111_13_5,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_15_09,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_15_9,S2A_MSIL2A_20170704T112111_15_9,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_17_28,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Transitional woodland, shrub'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_17_28,S2A_MSIL2A_20170704T112111_17_28,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_17_47,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_17_47,S2A_MSIL2A_20170704T112111_17_47,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_17_60,['Arable land' 'Inland waters'],validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_17_60,S2A_MSIL2A_20170704T112111_17_60,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_20_23,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_20_23,S2A_MSIL2A_20170704T112111_20_23,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_22_59,['Agro-forestry areas' 'Arable land' 'Inland waters' 'Permanent crops'],validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_22_59,S2A_MSIL2A_20170704T112111_22_59,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_26_06,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Mixed forest' 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_26_6,S2A_MSIL2A_20170704T112111_26_6,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_29_13,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_29_13,S2A_MSIL2A_20170704T112111_29_13,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_31_56,"['Permanent crops' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_31_56,S2A_MSIL2A_20170704T112111_31_56,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_18,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Urban fabric']",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_32_18,S2A_MSIL2A_20170704T112111_32_18,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_35_61,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_35_61,S2A_MSIL2A_20170704T112111_35_61,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_37_41,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_37_41,S2A_MSIL2A_20170704T112111_37_41,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_38_60,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_38_60,S2A_MSIL2A_20170704T112111_38_60,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_40_00,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_40_0,S2A_MSIL2A_20170704T112111_40_0,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_40_90,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_40_90,S2A_MSIL2A_20170704T112111_40_90,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_09,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_43_9,S2A_MSIL2A_20170704T112111_43_9,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_32,"['Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_43_32,S2A_MSIL2A_20170704T112111_43_32,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_43_79,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_43_79,S2A_MSIL2A_20170704T112111_43_79,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_09,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_9,S2A_MSIL2A_20170704T112111_46_9,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_76,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_76,S2A_MSIL2A_20170704T112111_46_76,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_02,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_2,S2A_MSIL2A_20170704T112111_50_2,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_45,['Broad-leaved forest'],test,Portugal,S1B_IW_GRDH_1SDV_20170706T183432_29SND_52_45,S2A_MSIL2A_20170704T112111_52_45,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_53,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170706T183432_29SND_57_53,S2A_MSIL2A_20170704T112111_57_53,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_28,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_58_28,S2A_MSIL2A_20170704T112111_58_28,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_61,['Broad-leaved forest' 'Permanent crops' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20170706T183432_29SND_59_61,S2A_MSIL2A_20170704T112111_59_61,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_39,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_61_39,S2A_MSIL2A_20170704T112111_61_39,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_21,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_21,S2A_MSIL2A_20170704T112111_68_21,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_71,['Agro-forestry areas' 'Arable land' 'Mixed forest' 'Permanent crops'],validation,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_71,S2A_MSIL2A_20170704T112111_68_71,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_75_26,"['Broad-leaved forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_75_26,S2A_MSIL2A_20170704T112111_75_26,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_82_68,['Agro-forestry areas' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_82_68,S2A_MSIL2A_20170704T112111_82_68,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_86_38,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_86_38,S2A_MSIL2A_20170704T112111_86_38,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_87_05,"['Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_87_5,S2A_MSIL2A_20170704T112111_87_5,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_87_79,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_87_79,S2A_MSIL2A_20170704T112111_87_79,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_90_67,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_90_67,S2A_MSIL2A_20170704T112103_90_67,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPA_70_90,['Marine waters' 'Pastures' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPA_70_90,S2A_MSIL2A_20170717T113321_70_90,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_10_86,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_10_86,S2A_MSIL2A_20170717T113321_10_86,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_21_61,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_21_61,S2A_MSIL2A_20170717T113321_21_61,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_26_33,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_26_33,S2A_MSIL2A_20170717T113321_26_33,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_29_37,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_29_37,S2A_MSIL2A_20170717T113321_29_37,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_31_71,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_31_71,S2A_MSIL2A_20170717T113321_31_71,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_31_82,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_31_82,S2A_MSIL2A_20170717T113322_31_82,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_38_37,['Arable land' 'Broad-leaved forest' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_38_37,S2A_MSIL2A_20170717T113321_38_37,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_41_85,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_41_85,S2A_MSIL2A_20170717T113322_41_85,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_42_11,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_42_11,S2A_MSIL2A_20170717T113321_42_11,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_42_57,['Broad-leaved forest' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_42_57,S2A_MSIL2A_20170717T113321_42_57,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_45_49,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_45_49,S2A_MSIL2A_20170717T113321_45_49,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_45_52,['Arable land' 'Pastures' 'Urban fabric'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_45_52,S2A_MSIL2A_20170717T113321_45_52,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_12,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_47_12,S2A_MSIL2A_20170717T113321_47_12,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_61,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_61,S2A_MSIL2A_20170717T113321_47_61,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_52_86,['Arable land' 'Coniferous forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_52_86,S2A_MSIL2A_20170717T113321_52_86,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_65_87,"['Inland wetlands' 'Moors, heathland and sclerophyllous vegetation']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_65_87,S2A_MSIL2A_20170717T113322_65_87,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_67_21,['Marine waters'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_67_21,S2A_MSIL2A_20170717T113321_67_21,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_70_54,['Arable land' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_70_54,S2A_MSIL2A_20170717T113321_70_54,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_73_40,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_73_40,S2A_MSIL2A_20170717T113321_73_40,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_75_47,['Marine waters'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_75_47,S2A_MSIL2A_20170717T113321_75_47,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_76_18,['Marine waters'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_76_18,S2A_MSIL2A_20170717T113321_76_18,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_76_85,"['Broad-leaved forest' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_76_85,S2A_MSIL2A_20170717T113321_76_85,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_77_52,['Arable land' 'Marine waters' 'Pastures' 'Urban fabric'],validation,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_77_52,S2A_MSIL2A_20170717T113321_77_52,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_77_84,['Industrial or commercial units' 'Urban fabric'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_77_84,S2A_MSIL2A_20170717T113321_77_84,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_80_14,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_80_14,S2A_MSIL2A_20170717T113321_80_14,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_80_35,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_80_35,S2A_MSIL2A_20170717T113321_80_35,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_82_73,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_82_73,S2A_MSIL2A_20170717T113321_82_73,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_82_86,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_82_86,S2A_MSIL2A_20170717T113321_82_86,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_86_13,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_86_13,S2A_MSIL2A_20170717T113321_86_13,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_86_67,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_86_67,S2A_MSIL2A_20170717T113321_86_67,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_75_18,['Marine waters'],validation,Lithuania,S1B_IW_GRDH_1SDV_20170719T045029_34UDG_75_18,S2A_MSIL2A_20170720T100031_75_18,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_77_51,['Marine waters'],validation,Lithuania,S1B_IW_GRDH_1SDV_20170719T045054_34UDG_77_51,S2A_MSIL2A_20170720T100031_77_51,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_80_61,"['Beaches, dunes, sands' 'Marine waters' 'Mixed forest']",train,Lithuania,S1B_IW_GRDH_1SDV_20170719T045054_34UDG_80_61,S2A_MSIL2A_20170720T100031_80_61,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_88_36,"['Beaches, dunes, sands' 'Coniferous forest' 'Marine waters']",train,Lithuania,S1B_IW_GRDH_1SDV_20170719T045029_34UDG_88_36,S2A_MSIL2A_20170720T100031_88_36,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_89_36,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Marine waters']",train,Lithuania,S1B_IW_GRDH_1SDV_20170719T045029_34UDG_89_36,S2A_MSIL2A_20170720T100031_89_36,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_90_20,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170719T045029_34UDG_90_20,S2A_MSIL2A_20170720T100031_90_20,False,False
S2A_MSIL2A_20170720T100031_N9999_R122_T34UDG_90_42,['Marine waters'],train,Lithuania,S1B_IW_GRDH_1SDV_20170719T045029_34UDG_90_42,S2A_MSIL2A_20170720T100031_90_42,False,False
S2A_MSIL2A_20170803T094031_N9999_R036_T34TCR_32_29,"['Arable land' 'Complex cultivation patterns' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_32_29,S2A_MSIL2A_20170803T094031_32_29,False,False
