patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_53,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_12_53,S2A_MSIL2A_20170617T113321_12_53,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_13_22,['Arable land' 'Complex cultivation patterns' 'Mixed forest' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_13_22,S2A_MSIL2A_20170617T113321_13_22,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_13_40,['Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_13_40,S2A_MSIL2A_20170617T113321_13_40,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_15_40,"['Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_15_40,S2A_MSIL2A_20170617T113321_15_40,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_16_08,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_16_8,S2A_MSIL2A_20170617T113321_16_8,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_16_43,['Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_16_43,S2A_MSIL2A_20170617T113321_16_43,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_17_63,['Arable land' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_17_63,S2A_MSIL2A_20170617T113321_17_63,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_22_15,['Arable land' 'Complex cultivation patterns' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_22_15,S2A_MSIL2A_20170617T113321_22_15,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_22_70,"['Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_22_70,S2A_MSIL2A_20170617T113321_22_70,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_22_77,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_22_77,S2A_MSIL2A_20170617T113321_22_77,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_40,"['Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_24_40,S2A_MSIL2A_20170617T113321_24_40,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_67,"['Arable land' 'Coniferous forest' 'Pastures'
 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_24_67,S2A_MSIL2A_20170617T113321_24_67,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_80,"['Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_24_80,S2A_MSIL2A_20170617T113321_24_80,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_26_08,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_26_8,S2A_MSIL2A_20170617T113321_26_8,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_26,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_26,S2A_MSIL2A_20170617T113321_27_26,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_51,['Pastures' 'Urban fabric'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_51,S2A_MSIL2A_20170617T113321_27_51,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_59,['Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_59,S2A_MSIL2A_20170617T113321_27_59,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_27_69,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_27_69,S2A_MSIL2A_20170617T113321_27_69,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_30_13,['Arable land' 'Broad-leaved forest' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_30_13,S2A_MSIL2A_20170617T113321_30_13,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_31_75,['Arable land' 'Inland waters' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_31_75,S2A_MSIL2A_20170617T113321_31_75,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_34_03,['Arable land' 'Coniferous forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_34_3,S2A_MSIL2A_20170617T113321_34_3,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_34_64,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_34_64,S2A_MSIL2A_20170617T113321_34_64,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_35_72,['Arable land' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_35_72,S2A_MSIL2A_20170617T113321_35_72,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_36_24,['Arable land' 'Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_36_24,S2A_MSIL2A_20170617T113321_36_24,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_36_63,"['Pastures' 'Transitional woodland, shrub']",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_36_63,S2A_MSIL2A_20170617T113321_36_63,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_36_83,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_36_83,S2A_MSIL2A_20170617T113321_36_83,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_37_36,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_37_36,S2A_MSIL2A_20170617T113321_37_36,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_38_45,['Arable land' 'Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_38_45,S2A_MSIL2A_20170617T113321_38_45,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_39_64,"['Inland wetlands' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_39_64,S2A_MSIL2A_20170617T113321_39_64,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_40_08,['Natural grassland and sparsely vegetated areas' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_40_8,S2A_MSIL2A_20170617T113321_40_8,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_41_57,['Inland wetlands'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_41_57,S2A_MSIL2A_20170617T113321_41_57,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_42_72,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_42_72,S2A_MSIL2A_20170617T113321_42_72,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_43_42,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_43_42,S2A_MSIL2A_20170617T113321_43_42,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_43_70,['Arable land' 'Pastures'],validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_43_70,S2A_MSIL2A_20170617T113321_43_70,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_36,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_47_36,S2A_MSIL2A_20170617T113321_47_36,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_47_90,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_47_90,S2A_MSIL2A_20170617T113321_47_90,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_50_30,['Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_50_30,S2A_MSIL2A_20170617T113321_50_30,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_52_32,['Arable land' 'Complex cultivation patterns' 'Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_52_32,S2A_MSIL2A_20170617T113321_52_32,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_52_57,['Arable land' 'Coniferous forest' 'Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_52_57,S2A_MSIL2A_20170617T113321_52_57,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_53_10,['Arable land' 'Inland waters' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_53_10,S2A_MSIL2A_20170617T113321_53_10,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_54_61,"['Arable land' 'Pastures' 'Transitional woodland, shrub']",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_54_61,S2A_MSIL2A_20170617T113321_54_61,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_56_48,"['Arable land' 'Complex cultivation patterns' 'Pastures'
 'Transitional woodland, shrub']",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_56_48,S2A_MSIL2A_20170617T113321_56_48,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_65_19,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",validation,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_65_19,S2A_MSIL2A_20170617T113321_65_19,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_67_32,"['Coniferous forest' 'Mixed forest'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures']",test,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_67_32,S2A_MSIL2A_20170617T113321_67_32,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_71_75,['Marine waters'],validation,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_71_75,S2A_MSIL2A_20170617T113321_71_75,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_73_10,['Inland wetlands' 'Mixed forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_73_10,S2A_MSIL2A_20170617T113321_73_10,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_73_24,"['Arable land' 'Coniferous forest' 'Pastures'
 'Transitional woodland, shrub']",validation,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_73_24,S2A_MSIL2A_20170617T113321_73_24,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_74_10,"['Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_74_10,S2A_MSIL2A_20170617T113321_74_10,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_74_43,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_74_43,S2A_MSIL2A_20170617T113321_74_43,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_75_20,"['Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_75_20,S2A_MSIL2A_20170617T113321_75_20,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_77_71,['Marine waters'],validation,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_77_71,S2A_MSIL2A_20170617T113321_77_71,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_78_25,['Mixed forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_78_25,S2A_MSIL2A_20170617T113321_78_25,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_78_73,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_78_73,S2A_MSIL2A_20170617T113321_78_73,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_79_00,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_79_0,S2A_MSIL2A_20170617T113321_79_0,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_80_69,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_80_69,S2A_MSIL2A_20170617T113321_80_69,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_81_21,['Complex cultivation patterns' 'Marine waters' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_81_21,S2A_MSIL2A_20170617T113321_81_21,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_82_33,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_82_33,S2A_MSIL2A_20170617T113321_82_33,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_82_49,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_82_49,S2A_MSIL2A_20170617T113321_82_49,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_83_10,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_83_10,S2A_MSIL2A_20170617T113321_83_10,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_83_20,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_83_20,S2A_MSIL2A_20170617T113321_83_20,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_83_28,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_83_28,S2A_MSIL2A_20170617T113321_83_28,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_84_18,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_84_18,S2A_MSIL2A_20170617T113321_84_18,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_84_58,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_84_58,S2A_MSIL2A_20170617T113321_84_58,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_87_09,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_87_9,S2A_MSIL2A_20170617T113321_87_9,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_88_24,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_88_24,S2A_MSIL2A_20170617T113321_88_24,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_90_43,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_90_43,S2A_MSIL2A_20170617T113321_90_43,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_90_61,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_90_61,S2A_MSIL2A_20170617T113321_90_61,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_00_23,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_0_23,S2A_MSIL2A_20170701T093031_0_23,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_01_19,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_1_19,S2A_MSIL2A_20170701T093031_1_19,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_07_77,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_7_77,S2A_MSIL2A_20170701T093031_7_77,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_07_78,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_7_78,S2A_MSIL2A_20170701T093031_7_78,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_07_85,"['Broad-leaved forest' 'Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_7_85,S2A_MSIL2A_20170701T093031_7_85,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_08_30,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_8_30,S2A_MSIL2A_20170701T093031_8_30,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_11_00,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_11_0,S2A_MSIL2A_20170701T093031_11_0,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_12_29,['Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_12_29,S2A_MSIL2A_20170701T093031_12_29,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_13_67,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_13_67,S2A_MSIL2A_20170701T093031_13_67,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_13_78,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_13_78,S2A_MSIL2A_20170701T093031_13_78,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_18_61,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_18_61,S2A_MSIL2A_20170701T093031_18_61,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_19_19,"['Arable land' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",validation,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_19_19,S2A_MSIL2A_20170701T093031_19_19,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_19_37,['Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_19_37,S2A_MSIL2A_20170701T093031_19_37,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_20_16,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_20_16,S2A_MSIL2A_20170701T093031_20_16,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_20_51,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_20_51,S2A_MSIL2A_20170701T093031_20_51,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_21_50,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_21_50,S2A_MSIL2A_20170701T093031_21_50,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_21_72,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_21_72,S2A_MSIL2A_20170701T093031_21_72,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_26_09,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_26_9,S2A_MSIL2A_20170701T093031_26_9,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_26_67,"['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_26_67,S2A_MSIL2A_20170701T093031_26_67,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_27_56,['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_27_56,S2A_MSIL2A_20170701T093031_27_56,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_28_05,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_28_5,S2A_MSIL2A_20170701T093031_28_5,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_30_34,['Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_30_34,S2A_MSIL2A_20170701T093031_30_34,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_31_12,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_31_12,S2A_MSIL2A_20170701T093031_31_12,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_34_87,"['Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_34_87,S2A_MSIL2A_20170701T093031_34_87,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_41_46,['Arable land' 'Coniferous forest'],test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_41_46,S2A_MSIL2A_20170701T093031_41_46,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_42_44,['Coniferous forest' 'Inland waters' 'Urban fabric'],test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_42_44,S2A_MSIL2A_20170701T093031_42_44,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_43_12,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_43_12,S2A_MSIL2A_20170701T093031_43_12,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_43_23,"['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_43_23,S2A_MSIL2A_20170701T093031_43_23,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_43_53,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_43_53,S2A_MSIL2A_20170701T093031_43_53,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_47_32,['Coniferous forest' 'Inland waters' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_47_32,S2A_MSIL2A_20170701T093031_47_32,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_47_56,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_47_56,S2A_MSIL2A_20170701T093031_47_56,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_49_10,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_49_10,S2A_MSIL2A_20170701T093031_49_10,False,False
